"(1, 1, 'tot')","(2, 0, 'tot')","(3, 0, 'tot')","(3, 1, 'tot')","('A', 2)","('A', 3)","('B', 1)","('B', 3)","('C', 1)","('C', 3)",hour,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,dayofweek,is_holiday,timeofday
52.0,44.0,78.0,69.0,69.6,92.42,197.39,88.01,278.33,222.275,19,1007.2,165.222222222,0.722222222222,22.3555555556,89.6666666667,0.0,6,1,19.3333333333
62.0,39.0,53.0,73.0,73.35,93.52,162.605,88.66,155.73,165.215,19,1007.2,203.777777778,0.677777777778,22.2444444444,90.3333333333,0.0,6,1,19.6666666667
53.0,36.0,70.0,61.0,49.68,95.04,127.82,79.01,239.67,191.21,20,1007.2,242.333333333,0.633333333333,22.1333333333,91.0,0.0,6,1,20.0
49.0,31.0,57.0,62.0,56.06,89.96,144.87,52.22,189.26,232.64,20,1007.2,280.888888889,0.588888888889,22.0222222222,91.6666666667,0.0,6,1,20.3333333333
44.0,31.0,65.0,48.0,39.05,85.295,121.63,70.67,213.605,159.34,20,1007.2,319.444444444,0.544444444444,21.9111111111,92.3333333333,0.0,6,1,20.6666666667
33.0,29.0,46.0,30.0,65.14,90.18,104.87,159.07,130.55,149.0,21,1007.2,358.0,0.5,21.8,93.0,0.0,6,1,21.0
33.0,31.0,46.0,39.0,53.97,99.18,144.7,78.475,142.7325,212.29,21,1007.33333333,352.333333333,0.588888888889,22.0555555556,91.8888888889,0.0,6,1,21.3333333333
33.0,21.0,33.0,27.0,65.7,95.62,119.08,104.8,154.915,195.525,21,1007.46666667,346.666666667,0.677777777778,22.3111111111,90.7777777778,0.0,6,1,21.6666666667
10.0,18.0,33.0,21.0,57.43,71.99,121.969,83.68,271.22,178.76,22,1007.6,341.0,0.766666666667,22.5666666667,89.6666666667,0.0,6,1,22.0
17.0,18.0,30.0,19.0,50.105,113.04,124.858,107.89,143.79,161.995,22,1007.73333333,335.333333333,0.855555555556,22.8222222222,88.5555555556,0.0,6,1,22.3333333333
17.0,19.0,15.0,26.0,48.975,69.89,127.747,55.24,170.09,145.23,22,1007.86666667,329.666666667,0.944444444444,23.0777777778,87.4444444444,0.0,6,1,22.6666666667
17.0,19.0,22.0,10.0,57.61,68.33,130.636,85.9,205.67,181.2225,23,1008.0,324.0,1.03333333333,23.3333333333,86.3333333333,0.0,6,1,23.0
21.0,18.0,27.0,9.0,69.6666666667,89.825,133.525,116.56,241.25,217.215,23,1008.13333333,318.333333333,1.12222222222,23.5888888889,85.2222222222,0.0,6,1,23.3333333333
15.0,12.0,18.0,13.0,81.7233333333,117.19,145.63375,123.86,276.83,253.2075,23,1008.26666667,312.666666667,1.21111111111,23.8444444444,84.1111111111,0.0,6,1,23.6666666667
113.0,0.0,15.0,159.0,93.78,77.735,157.7425,88.445,312.41,289.2,0,1008.4,307.0,1.3,24.1,83.0,0.0,0,1,0.0
47.0,1.0,16.0,88.0,105.57,72.90625,169.85125,97.57625,347.99,277.541111111,0,1008.32222222,292.222222222,1.33333333333,24.5888888889,80.1111111111,0.0,0,1,0.333333333333
43.0,0.0,16.0,80.0,59.265,68.0775,181.96,106.7075,231.78,265.882222222,0,1008.24444444,277.444444444,1.36666666667,25.0777777778,77.2222222222,0.0,0,1,0.666666666667
3.0,0.0,21.0,9.0,50.6,63.24875,157.713333333,115.83875,213.32,254.223333333,1,1008.16666667,262.666666667,1.4,25.5666666667,74.3333333333,0.0,0,1,1.0
12.0,2.0,12.0,12.0,41.935,58.42,133.466666667,124.97,194.86,242.564444444,1,1008.08888889,247.888888889,1.43333333333,26.0555555556,71.4444444444,0.0,0,1,1.33333333333
7.0,0.0,11.0,10.0,33.27,64.492,109.22,58.55,176.4,230.905555556,1,1008.01111111,233.111111111,1.46666666667,26.5444444444,68.5555555556,0.0,0,1,1.66666666667
8.0,0.0,9.0,9.0,48.23,70.564,84.9733333333,108.41,216.954166667,219.246666667,2,1007.93333333,218.333333333,1.5,27.0333333333,65.6666666667,0.0,0,1,2.0
4.0,0.0,12.0,4.0,43.45,76.636,60.7266666667,158.27,257.508333333,207.587777778,2,1007.85555556,203.555555556,1.53333333333,27.5222222222,62.7777777778,0.0,0,1,2.33333333333
9.0,0.0,22.0,3.0,43.395,82.708,36.48,139.94625,298.0625,195.928888889,2,1007.77777778,188.777777778,1.56666666667,28.0111111111,59.8888888889,0.0,0,1,2.66666666667
11.0,0.0,11.0,4.0,64.82,88.78,43.7777777778,121.6225,338.616666667,184.27,3,1007.7,174.0,1.6,28.5,57.0,0.0,0,1,3.0
13.0,0.0,10.0,9.0,45.31,105.34,51.0755555556,103.29875,379.170833333,164.5725,3,1007.44444444,158.777777778,1.87777777778,28.7,56.8888888889,0.0,0,1,3.33333333333
16.0,0.0,17.0,6.0,41.55,90.105,58.3733333333,84.975,419.725,144.875,3,1007.18888889,143.555555556,2.15555555556,28.9,56.7777777778,0.0,0,1,3.66666666667
15.0,0.0,18.0,4.0,40.53,85.87,65.6711111111,93.48,460.279166667,125.1775,4,1006.93333333,128.333333333,2.43333333333,29.1,56.6666666667,0.0,0,1,4.0
21.0,0.0,16.0,5.0,52.18,74.21,72.9688888889,90.5725,500.833333333,105.48,4,1006.67777778,113.111111111,2.71111111111,29.3,56.5555555556,0.0,0,1,4.33333333333
23.0,0.0,17.0,9.0,71.52,158.42,80.2666666667,87.665,541.3875,108.2675,4,1006.42222222,97.8888888889,2.98888888889,29.5,56.4444444444,0.0,0,1,4.66666666667
21.0,11.0,9.0,12.0,47.2,100.64,87.5644444444,111.25,581.941666667,111.055,5,1006.16666667,82.6666666667,3.26666666667,29.7,56.3333333333,0.0,0,1,5.0
37.0,13.0,16.0,9.0,48.74,122.7,94.8622222222,138.92,622.495833333,113.8425,5,1005.91111111,67.4444444444,3.54444444444,29.9,56.2222222222,0.0,0,1,5.33333333333
42.0,27.0,26.0,14.0,66.725,115.22,102.16,45.72,663.05,116.63,5,1005.65555556,52.2222222222,3.82222222222,30.1,56.1111111111,0.0,0,1,5.66666666667
31.0,25.0,42.0,22.0,50.72,115.74,108.925,82.57,388.2,120.141,6,1005.4,37.0,4.1,30.3,56.0,0.0,0,1,6.0
61.0,40.0,67.0,49.0,50.14,89.8,115.69,76.85,113.35,123.652,6,1005.42222222,41.8888888889,3.93333333333,30.1444444444,57.1111111111,0.0,0,1,6.33333333333
66.0,73.0,92.0,66.0,74.29,271.595,138.93,55.175,155.76,127.163,6,1005.44444444,46.7777777778,3.76666666667,29.9888888889,58.2222222222,0.0,0,1,6.66666666667
91.0,88.0,159.0,83.0,52.55,202.405,124.125,93.79,210.77,130.674,7,1005.46666667,51.6666666667,3.6,29.8333333333,59.3333333333,0.0,0,1,7.0
120.0,114.0,162.0,87.0,56.15,289.645,109.32,92.68,179.01,134.185,7,1005.48888889,56.5555555556,3.43333333333,29.6777777778,60.4444444444,0.0,0,1,7.33333333333
116.0,126.0,151.0,137.0,48.76,180.75,86.025,88.91,147.25,128.25,7,1005.51111111,61.4444444444,3.26666666667,29.5222222222,61.5555555556,0.0,0,1,7.66666666667
125.0,117.0,180.0,138.0,100.21,296.03,155.16,122.315,154.47,132.38,8,1005.53333333,66.3333333333,3.1,29.3666666667,62.6666666667,0.0,0,1,8.0
91.0,130.0,172.0,164.0,121.46,470.33,117.71,97.62,135.31,168.91,8,1005.55555556,71.2222222222,2.93333333333,29.2111111111,63.7777777778,0.0,0,1,8.33333333333
116.0,121.0,170.0,150.0,108.29,378.505,114.98,105.53,149.44,165.335,8,1005.57777778,76.1111111111,2.76666666667,29.0555555556,64.8888888889,0.0,0,1,8.66666666667
120.0,126.0,136.0,145.0,103.585,277.48,94.78,146.045,226.21,161.76,9,1005.6,81.0,2.6,28.9,66.0,0.0,0,1,9.0
130.0,120.0,148.0,113.0,109.635,295.82,130.09,94.13,140.76,224.915,9,1005.75555556,82.6666666667,2.7,28.6222222222,67.3333333333,0.0,0,1,9.33333333333
102.0,81.0,117.0,104.0,57.2,123.99,165.4,76.18,151.03,134.17,9,1005.91111111,84.3333333333,2.8,28.3444444444,68.6666666667,0.0,0,1,9.66666666667
89.0,78.0,112.0,85.0,88.97,107.73,135.33,106.25,167.0,168.505,10,1006.06666667,86.0,2.9,28.0666666667,70.0,0.0,0,1,10.0
105.0,57.0,105.0,88.0,62.41,140.33,62.17,101.86,148.07,202.84,10,1006.22222222,87.6666666667,3.0,27.7888888889,71.3333333333,0.0,0,1,10.3333333333
82.0,58.0,100.0,93.0,50.315,117.11,100.32,96.29,138.12,191.93,10,1006.37777778,89.3333333333,3.1,27.5111111111,72.6666666667,0.0,0,1,10.6666666667
78.0,65.0,103.0,60.0,51.55,116.58,122.64,115.63,155.26,181.02,11,1006.53333333,91.0,3.2,27.2333333333,74.0,0.0,0,1,11.0
81.0,47.0,74.0,76.0,54.94,85.43,138.21,91.495,145.11,194.47,11,1006.68888889,92.6666666667,3.3,26.9555555556,75.3333333333,0.0,0,1,11.3333333333
72.0,62.0,112.0,54.0,61.0,96.21,119.33,111.81,196.04,207.92,11,1006.84444444,94.3333333333,3.4,26.6777777778,76.6666666667,0.0,0,1,11.6666666667
71.0,63.0,66.0,79.0,68.465,103.71,102.15,91.71,115.14,182.728333333,12,1007.0,96.0,3.5,26.4,78.0,0.0,0,1,12.0
89.0,71.0,82.0,82.0,65.15,83.03,117.17,71.395,143.89,157.536666667,12,1007.01111111,120.333333333,3.2,26.2888888889,78.8888888889,0.0,0,1,12.3333333333
82.0,72.0,95.0,84.0,48.875,86.63,103.015,99.26,188.9,132.345,12,1007.02222222,144.666666667,2.9,26.1777777778,79.7777777778,0.0,0,1,12.6666666667
87.0,61.0,98.0,87.0,58.68,94.98,89.285,89.675,167.3,178.94,13,1007.03333333,169.0,2.6,26.0666666667,80.6666666667,0.0,0,1,13.0
92.0,51.0,117.0,77.0,67.56,104.15,113.45,105.105,142.71,183.34,13,1007.04444444,193.333333333,2.3,25.9555555556,81.5555555556,0.0,0,1,13.3333333333
93.0,64.0,111.0,89.0,52.065,108.745,113.96,110.25,141.74,187.74,13,1007.05555556,217.666666667,2.0,25.8444444444,82.4444444444,0.0,0,1,13.6666666667
92.0,52.0,104.0,110.0,46.36,98.71,112.075,54.51,161.415,174.8525,14,1007.06666667,242.0,1.7,25.7333333333,83.3333333333,0.0,0,1,14.0
108.0,90.0,146.0,98.0,75.41,329.49,152.95,228.44,195.77,161.965,14,1007.07777778,266.333333333,1.4,25.6222222222,84.2222222222,0.0,0,1,14.3333333333
87.0,77.0,117.0,77.0,76.14,121.35,128.47,97.77,173.37,149.18,14,1007.08888889,290.666666667,1.1,25.5111111111,85.1111111111,0.0,0,1,14.6666666667
92.0,76.0,97.0,102.0,65.56,90.54,134.64,95.11,159.3,170.3375,15,1007.1,315.0,0.8,25.4,86.0,0.0,0,1,15.0
108.0,71.0,116.0,77.0,51.375,105.25,140.81,131.345,168.15,191.495,15,1006.94444444,285.111111111,0.855555555556,25.3222222222,86.6666666667,0.0,0,1,15.3333333333
83.0,72.0,98.0,93.0,53.0,90.22,141.87,76.43,159.775,163.89,15,1006.78888889,255.222222222,0.911111111111,25.2444444444,87.3333333333,0.0,0,1,15.6666666667
106.0,64.0,118.0,82.0,57.1,90.215,115.885,100.0,198.345,184.25,16,1006.63333333,225.333333333,0.966666666667,25.1666666667,88.0,0.0,0,1,16.0
112.0,75.0,121.0,89.0,54.46,110.655,137.41,107.47,149.03,113.995,16,1006.47777778,195.444444444,1.02222222222,25.0888888889,88.6666666667,0.0,0,1,16.3333333333
103.0,73.0,136.0,78.0,69.86,106.35,83.96,114.34,159.8025,154.2575,16,1006.32222222,165.555555556,1.07777777778,25.0111111111,89.3333333333,0.0,0,1,16.6666666667
106.0,71.0,120.0,85.0,50.41,90.26,117.59,114.31,170.575,194.52,17,1006.16666667,135.666666667,1.13333333333,24.9333333333,90.0,0.0,0,1,17.0
112.0,67.0,106.0,90.0,54.49,96.51,255.09,69.95,278.05,138.35,17,1006.01111111,105.777777778,1.18888888889,24.8555555556,90.6666666667,0.0,0,1,17.3333333333
102.0,63.0,101.0,82.0,51.405,116.61,372.17,144.32,338.595,293.155,17,1005.85555556,75.8888888889,1.24444444444,24.7777777778,91.3333333333,0.0,0,1,17.6666666667
74.0,63.0,95.0,91.0,63.91,103.225,79.44,175.05,308.0475,209.85,18,1005.7,46.0,1.3,24.7,92.0,0.0,0,1,18.0
85.0,52.0,88.0,55.0,72.61,102.925,97.18,96.94,277.5,163.0,18,1005.7,50.5555555556,1.32222222222,24.7222222222,91.7777777778,0.0,0,1,18.3333333333
54.0,48.0,62.0,70.0,131.77,109.43,114.92,119.94,132.96,175.99,18,1005.7,55.1111111111,1.34444444444,24.7444444444,91.5555555556,0.0,0,1,18.6666666667
50.0,35.0,64.0,59.0,77.195,138.19,133.445,72.41,244.56,200.795,19,1005.7,59.6666666667,1.36666666667,24.7666666667,91.3333333333,0.0,0,1,19.0
55.0,37.0,49.0,57.0,94.25,115.65,90.32,81.225,247.11,190.094,19,1005.7,64.2222222222,1.38888888889,24.7888888889,91.1111111111,0.0,0,1,19.3333333333
47.0,32.0,48.0,52.0,77.07,116.02,101.77,70.41,264.305,179.393,19,1005.7,68.7777777778,1.41111111111,24.8111111111,90.8888888889,0.0,0,1,19.6666666667
33.0,35.0,49.0,44.0,51.685,111.77,112.785,62.94,124.775,168.692,20,1005.7,73.3333333333,1.43333333333,24.8333333333,90.6666666667,0.0,0,1,20.0
38.0,35.0,40.0,58.0,59.79,96.99,123.8,82.6275,175.25,157.991,20,1005.7,77.8888888889,1.45555555556,24.8555555556,90.4444444444,0.0,0,1,20.3333333333
32.0,44.0,49.0,33.0,66.92,132.695,108.41,102.315,191.243333333,147.29,20,1005.7,82.4444444444,1.47777777778,24.8777777778,90.2222222222,0.0,0,1,20.6666666667
33.0,28.0,46.0,27.0,62.04,161.56,158.12,90.9925,207.236666667,154.5875,21,1005.7,87.0,1.5,24.9,90.0,0.0,0,1,21.0
32.0,26.0,38.0,40.0,56.84,81.18,96.005,79.67,223.23,161.885,21,1005.83333333,86.1111111111,1.56666666667,25.0444444444,89.5555555556,0.0,0,1,21.3333333333
26.0,23.0,42.0,28.0,45.51,86.16,103.4975,81.24,191.16,169.1825,21,1005.96666667,85.2222222222,1.63333333333,25.1888888889,89.1111111111,0.0,0,1,21.6666666667
9.0,27.0,30.0,19.0,57.155,104.39,110.99,102.995,159.09,176.48,22,1006.1,84.3333333333,1.7,25.3333333333,88.6666666667,0.0,0,1,22.0
28.0,18.0,26.0,27.0,54.23,78.66,114.87,93.23,158.925714286,156.285,22,1006.23333333,83.4444444444,1.76666666667,25.4777777778,88.2222222222,0.0,0,1,22.3333333333
14.0,17.0,15.0,29.0,36.91,83.09,121.93,87.165,158.761428571,136.09,22,1006.36666667,82.5555555556,1.83333333333,25.6222222222,87.7777777778,0.0,0,1,22.6666666667
16.0,11.0,17.0,14.0,48.91,87.52,170.22,81.1,158.597142857,134.116875,23,1006.5,81.6666666667,1.9,25.7666666667,87.3333333333,0.0,0,1,23.0
14.0,1.0,19.0,12.0,59.795,171.465,143.79,79.6622222222,158.432857143,132.14375,23,1006.63333333,80.7777777778,1.96666666667,25.9111111111,86.8888888889,0.0,0,1,23.3333333333
20.0,12.0,14.0,8.0,54.96,92.385,117.36,78.2244444444,158.268571429,130.170625,23,1006.76666667,79.8888888889,2.03333333333,26.0555555556,86.4444444444,0.0,0,1,23.6666666667
128.0,1.0,14.0,123.0,50.125,87.2025,90.93,76.7866666667,158.104285714,128.1975,0,1006.9,79.0,2.1,26.2,86.0,0.0,1,0,0.0
78.0,1.0,17.0,87.0,45.29,82.02,64.5,75.3488888889,157.94,126.224375,0,1006.83333333,78.2222222222,2.2,26.4555555556,85.0,0.0,1,0,0.333333333333
40.0,1.0,14.0,59.0,48.21,84.4025,75.36,73.9111111111,157.775714286,124.25125,0,1006.76666667,77.4444444444,2.3,26.7111111111,84.0,0.0,1,0,0.666666666667
6.0,1.0,23.0,12.0,63.19,86.785,86.22,72.4733333333,157.611428571,122.278125,1,1006.7,76.6666666667,2.4,26.9666666667,83.0,0.0,1,0,1.0
9.0,1.0,20.0,7.0,47.105,89.1675,97.08,71.0355555556,157.447142857,120.305,1,1006.63333333,75.8888888889,2.5,27.2222222222,82.0,0.0,1,0,1.33333333333
10.0,3.0,12.0,5.0,43.94,91.55,101.574,69.5977777778,157.282857143,128.230625,1,1006.56666667,75.1111111111,2.6,27.4777777778,81.0,0.0,1,0,1.66666666667
12.0,0.0,11.0,4.0,39.0475,90.02,106.068,68.16,157.118571429,136.15625,2,1006.5,74.3333333333,2.7,27.7333333333,80.0,0.0,1,0,2.0
10.0,0.0,11.0,3.0,34.155,88.49,110.562,81.5766666667,156.954285714,144.081875,2,1006.43333333,73.5555555556,2.8,27.9888888889,79.0,0.0,1,0,2.33333333333
8.0,0.0,14.0,4.0,36.4075,86.96,115.056,94.9933333333,156.79,152.0075,2,1006.36666667,72.7777777778,2.9,28.2444444444,78.0,0.0,1,0,2.66666666667
10.0,0.0,12.0,5.0,38.66,88.91,119.55,108.41,157.119,159.933125,3,1006.3,72.0,3.0,28.5,77.0,0.0,1,0,3.0
9.0,0.0,12.0,1.0,21.54,128.37,117.802857143,73.35,157.448,167.85875,3,1006.07777778,74.6666666667,3.06666666667,28.7888888889,75.4444444444,0.0,1,0,3.33333333333
12.0,0.0,12.0,4.0,29.955,381.58,116.055714286,83.805,157.777,175.784375,3,1005.85555556,77.3333333333,3.13333333333,29.0777777778,73.8888888889,0.0,1,0,3.66666666667
19.0,0.0,12.0,6.0,38.37,285.653333333,114.308571429,90.3033333333,158.106,183.71,4,1005.63333333,80.0,3.2,29.3666666667,72.3333333333,0.0,1,0,4.0
22.0,0.0,16.0,1.0,73.53,189.726666667,112.561428571,96.8016666667,158.435,205.614,4,1005.41111111,82.6666666667,3.26666666667,29.6555555556,70.7777777778,0.0,1,0,4.33333333333
19.0,0.0,21.0,8.0,78.6,93.8,110.814285714,103.3,158.764,227.518,4,1005.18888889,85.3333333333,3.33333333333,29.9444444444,69.2222222222,0.0,1,0,4.66666666667
26.0,18.0,14.0,14.0,44.46,22.31,109.067142857,81.47,159.093,249.422,5,1004.96666667,88.0,3.4,30.2333333333,67.6666666667,0.0,1,0,5.0
29.0,17.0,9.0,8.0,46.63,105.0,107.32,59.64,159.422,271.326,5,1004.74444444,90.6666666667,3.46666666667,30.5222222222,66.1111111111,0.0,1,0,5.33333333333
34.0,19.0,19.0,22.0,46.3875,80.28,105.13,109.12,159.751,293.23,5,1004.52222222,93.3333333333,3.53333333333,30.8111111111,64.5555555556,0.0,1,0,5.66666666667
45.0,28.0,33.0,25.0,46.145,91.58,136.53,77.395,160.08,290.858333333,6,1004.3,96.0,3.6,31.1,63.0,0.0,1,0,6.0
63.0,31.0,41.0,42.0,47.0075,109.63,167.93,86.37,161.05,288.486666667,6,1004.33333333,96.8888888889,3.66666666667,30.8333333333,64.0,0.0,1,0,6.33333333333
79.0,43.0,71.0,53.0,47.87,103.59,199.33,94.145,190.175,286.115,6,1004.36666667,97.7777777778,3.73333333333,30.5666666667,65.0,0.0,1,0,6.66666666667
74.0,51.0,113.0,71.0,92.25,179.555,123.795,73.075,213.005,283.743333333,7,1004.4,98.6666666667,3.8,30.3,66.0,0.0,1,0,7.0
98.0,89.0,139.0,73.0,64.38,155.72,182.5225,85.86,177.9975,281.371666667,7,1004.43333333,99.5555555556,3.86666666667,30.0333333333,67.0,0.0,1,0,7.33333333333
113.0,104.0,142.0,97.0,52.82,172.23,241.25,109.56,142.99,279.0,7,1004.46666667,100.444444444,3.93333333333,29.7666666667,68.0,0.0,1,0,7.66666666667
118.0,128.0,188.0,96.0,69.52,131.565,123.75,65.61,136.46,225.166666667,8,1004.5,101.333333333,4.0,29.5,69.0,0.0,1,0,8.0
116.0,117.0,137.0,118.0,85.5,178.94,184.395,76.29,147.11,171.333333333,8,1004.53333333,102.222222222,4.06666666667,29.2333333333,70.0,0.0,1,0,8.33333333333
125.0,131.0,189.0,144.0,76.18,183.96,90.895,95.375,175.215,117.5,8,1004.56666667,103.111111111,4.13333333333,28.9666666667,71.0,0.0,1,0,8.66666666667
129.0,111.0,150.0,117.0,59.81,161.9,88.48,120.23,188.2025,142.73,9,1004.6,104.0,4.2,28.7,72.0,0.0,1,0,9.0
97.0,90.0,127.0,109.0,68.29,126.065,169.22,95.67,201.19,162.13,9,1004.76666667,96.8888888889,4.11111111111,28.5555555556,73.4444444444,0.0,1,0,9.33333333333
73.0,94.0,123.0,94.0,69.365,127.51,135.385,120.595,166.005,170.6525,9,1004.93333333,89.7777777778,4.02222222222,28.4111111111,74.8888888889,0.0,1,0,9.66666666667
79.0,96.0,136.0,80.0,70.54,137.57,115.27,114.12,142.54,179.175,10,1005.1,82.6666666667,3.93333333333,28.2666666667,76.3333333333,0.0,1,0,10.0
89.0,66.0,118.0,69.0,46.61,104.56,136.91,107.645,148.145,160.403333333,10,1005.26666667,75.5555555556,3.84444444444,28.1222222222,77.7777777778,0.0,1,0,10.3333333333
97.0,56.0,99.0,88.0,69.19,86.11,119.785,107.51,179.44,141.631666667,10,1005.43333333,68.4444444444,3.75555555556,27.9777777778,79.2222222222,0.0,1,0,10.6666666667
89.0,50.0,102.0,55.0,56.79,139.88,111.5275,83.095,156.115,122.86,11,1005.6,61.3333333333,3.66666666667,27.8333333333,80.6666666667,0.0,1,0,11.0
89.0,53.0,99.0,51.0,46.64,115.03,103.27,95.035,151.83,244.07,11,1005.76666667,54.2222222222,3.57777777778,27.6888888889,82.1111111111,0.0,1,0,11.3333333333
74.0,65.0,86.0,79.0,118.26,100.5,139.61,96.62,147.72,219.215,11,1005.93333333,47.1111111111,3.48888888889,27.5444444444,83.5555555556,0.0,1,0,11.6666666667
88.0,49.0,97.0,96.0,47.95,110.75,126.185,104.15,150.03,194.36,12,1006.1,40.0,3.4,27.4,85.0,0.0,1,0,12.0
80.0,62.0,93.0,90.0,43.78,77.06,112.76,85.5,242.205,156.73,12,1006.0,43.3333333333,3.36666666667,27.3666666667,85.2222222222,0.0,1,0,12.3333333333
74.0,66.0,102.0,84.0,59.185,102.28,119.07,117.86,280.95,200.955,12,1005.9,46.6666666667,3.33333333333,27.3333333333,85.4444444444,0.0,1,0,12.6666666667
89.0,68.0,129.0,95.0,185.75,106.115,95.8,105.225,214.915,124.64,13,1005.8,50.0,3.3,27.3,85.6666666667,0.0,1,0,13.0
113.0,82.0,119.0,91.0,55.01,94.545,125.07,109.955,148.88,181.58,13,1005.7,53.3333333333,3.26666666667,27.2666666667,85.8888888889,0.0,1,0,13.3333333333
101.0,32.0,113.0,99.0,56.745,101.29,127.45,94.375,160.03,93.25,13,1005.6,56.6666666667,3.23333333333,27.2333333333,86.1111111111,0.0,1,0,13.6666666667
89.0,51.0,91.0,82.0,53.25,111.62,130.11,127.4,164.2,162.97,14,1005.5,60.0,3.2,27.2,86.3333333333,0.0,1,0,14.0
93.0,55.0,115.0,86.0,36.495,115.93,108.695,111.76,158.97,188.52,14,1005.4,63.3333333333,3.16666666667,27.1666666667,86.5555555556,0.0,1,0,14.3333333333
105.0,66.0,108.0,91.0,59.14,103.325,106.6975,115.45,196.71,151.195,14,1005.3,66.6666666667,3.13333333333,27.1333333333,86.7777777778,0.0,1,0,14.6666666667
117.0,68.0,108.0,75.0,53.96,103.72,104.7,91.775,199.7,144.14,15,1005.2,70.0,3.1,27.1,87.0,0.0,1,0,15.0
96.0,84.0,118.0,106.0,48.465,104.38,117.495,96.63,216.31,155.31,15,1005.08888889,68.4444444444,2.94444444444,27.0,87.8888888889,0.133333333333,1,0,15.3333333333
112.0,71.0,114.0,70.0,51.83,117.37,142.57,109.56,168.41,210.71,15,1004.97777778,66.8888888889,2.78888888889,26.9,88.7777777778,0.266666666667,1,0,15.6666666667
79.0,71.0,115.0,72.0,109.67,237.85,140.51,68.175,171.035,186.845,16,1004.86666667,65.3333333333,2.63333333333,26.8,89.6666666667,0.4,1,0,16.0
97.0,67.0,83.0,91.0,96.14,91.24,138.495,77.37,148.38,372.56,16,1004.75555556,63.7777777778,2.47777777778,26.7,90.5555555556,0.533333333333,1,0,16.3333333333
119.0,83.0,153.0,84.0,247.71,107.74,125.14,134.835,294.205,208.22,16,1004.64444444,62.2222222222,2.32222222222,26.6,91.4444444444,0.666666666667,1,0,16.6666666667
94.0,93.0,138.0,76.0,52.74,108.57,138.59,66.49,174.22,208.42,17,1004.53333333,60.6666666667,2.16666666667,26.5,92.3333333333,0.8,1,0,17.0
142.0,21.0,140.0,73.0,49.21,99.56,118.895,72.55,139.8,148.59,17,1004.42222222,59.1111111111,2.01111111111,26.4,93.2222222222,0.933333333333,1,0,17.3333333333
110.0,59.0,104.0,82.0,50.53,103.72,97.87,100.73,420.62,168.59,17,1004.31111111,57.5555555556,1.85555555556,26.3,94.1111111111,1.06666666667,1,0,17.6666666667
76.0,43.0,92.0,83.0,54.93,112.015,121.61,114.745,253.75,168.23,18,1004.2,56.0,1.7,26.2,95.0,1.2,1,0,18.0
85.0,64.0,72.0,81.0,80.48,132.025,124.29,99.015,216.98,167.87,18,1004.06666667,52.8888888889,1.83333333333,26.2222222222,94.8888888889,1.06666666667,1,0,18.3333333333
64.0,60.0,74.0,83.0,62.25,111.9,108.48,93.59,180.21,176.82,18,1003.93333333,49.7777777778,1.96666666667,26.2444444444,94.7777777778,0.933333333333,1,0,18.6666666667
45.0,24.0,51.0,53.0,48.505,91.32,111.805,112.33,276.26,158.866666667,19,1003.8,46.6666666667,2.1,26.2666666667,94.6666666667,0.8,1,0,19.0
50.0,29.0,65.0,56.0,63.835,102.12,115.13,80.78,146.75,140.913333333,19,1003.66666667,43.5555555556,2.23333333333,26.2888888889,94.5555555556,0.666666666667,1,0,19.3333333333
31.0,8.0,64.0,48.0,63.84,77.98,100.82,67.77,163.99,122.96,19,1003.53333333,40.4444444444,2.36666666667,26.3111111111,94.4444444444,0.533333333333,1,0,19.6666666667
45.0,12.0,56.0,62.0,58.09,110.57,97.405,101.22,222.85,182.95,20,1003.4,37.3333333333,2.5,26.3333333333,94.3333333333,0.4,1,0,20.0
36.0,6.0,51.0,34.0,51.67,110.46,146.03,154.9,165.225,122.6,20,1003.26666667,34.2222222222,2.63333333333,26.3555555556,94.2222222222,0.266666666667,1,0,20.3333333333
45.0,14.0,29.0,38.0,51.795,112.95,119.52,83.4,161.9,142.6,20,1003.13333333,31.1111111111,2.76666666667,26.3777777778,94.1111111111,0.133333333333,1,0,20.6666666667
22.0,12.0,36.0,39.0,61.71,99.63,119.395,68.97,227.09,162.6,21,1003.0,28.0,2.9,26.4,94.0,0.0,1,0,21.0
34.0,7.0,41.0,23.0,54.89,76.53,124.5725,81.795,231.0,182.6,21,1003.18888889,30.0,2.95555555556,26.4555555556,93.6666666667,0.0,1,0,21.3333333333
29.0,11.0,32.0,45.0,64.36,91.005,129.75,73.795,139.33,160.956666667,21,1003.37777778,32.0,3.01111111111,26.5111111111,93.3333333333,0.0,1,0,21.6666666667
19.0,4.0,32.0,20.0,45.84,107.57,118.725,65.795,163.065,139.313333333,22,1003.56666667,34.0,3.06666666667,26.5666666667,93.0,0.0,1,0,22.0
16.0,6.0,21.0,30.0,52.595,75.17,107.7,223.32,186.8,117.67,22,1003.75555556,36.0,3.12222222222,26.6222222222,92.6666666667,0.0,1,0,22.3333333333
19.0,3.0,24.0,20.0,45.72,93.805,107.733333333,167.433333333,210.535,120.840454545,22,1003.94444444,38.0,3.17777777778,26.6777777778,92.3333333333,0.0,1,0,22.6666666667
11.0,8.0,4.0,17.0,41.215,84.5025,107.766666667,111.546666667,234.27,124.010909091,23,1004.13333333,40.0,3.23333333333,26.7333333333,92.0,0.0,1,0,23.0
